web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622320162-5455","https://www.bi.go.id/bisaid","Toko Klontongan Suharto","https://www.bi.go.id/bisaid/bisaid/Detail?pm=dQVfCM2baUyU2f4GWCR1yw==&mp=Q47xnX4Fmgxfelhgew2rrQ==","Toko Klontongan Suharto","Usaha Utama  : Toko Klontongan","Produk Utama : -","Perum Posindo Blok C No. 73 RT/RW  34/ 

                                        Kelurahan DAMAI BAHAGIA Kecamatan BALIKPAPAN SELATAN Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 40,25 Juta","Rp. 7,20 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 25,00 Juta","4"
"1622320726-5604","https://www.bi.go.id/bisaid","Es Teler Pak Midori","https://www.bi.go.id/bisaid/bisaid/Detail?pm=uyUnGqUWjMDjMVgCxFGyHQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Es Teler Pak Midori","Usaha Utama  : Es Teler Durian","Produk Utama : Es Teler Durian","Mayjend Soetyo No.8 RT/RW  42/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 55,60 Juta","Rp. 240,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","4"
"1622320626-5576","https://www.bi.go.id/bisaid","Roti Bakar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=t+b1MgG0Xh9iAynwJjquqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Roti Bakar","Usaha Utama  : Dagang makanan dan minuman","Produk Utama : Roti Bakar","Ahmad Yani RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 5,00 Juta","Rp. 55,75 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 8,00 Juta","4"
"1622320186-5463","https://www.bi.go.id/bisaid","Warung Putri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=dHubv3ipHzrZiwsIx14chA==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Putri","Usaha Utama  : Warung Kelontong","Produk Utama : Makanan Minuman","Sungai Baung RT/RW  7/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BATANG HARI Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 8,30 Juta","Rp. 28,80 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 10,00 Juta","3"
"1622320699-5595","https://www.bi.go.id/bisaid","Toko Hati Riang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=3rzu0T/naj+olfDF71ErOw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Toko Hati Riang","Usaha Utama  : Pedagang Makanan Dan Minuman","Produk Utama : Makanan Dan Minuman","Dusun Saonogue RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN NIAS SELATAN Provinsi SUMATERA UTARA 

                                        Telp : 0 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 34,00 Juta","Rp. 51,00 Juta","20 %/Tahun","Rp. 6,00 Juta","Rp. 60,00 Juta","2"
"1622320982-5667","https://www.bi.go.id/bisaid","Roti Bakar Bhayangkara","https://www.bi.go.id/bisaid/bisaid/Detail?pm=SZVexC04gjjvAxAB8YSz4w==&mp=fOhzApotY5QnAtxxXvjAfA==","Roti Bakar Bhayangkara","Usaha Utama  : Camilan","Produk Utama : Roti Bakar","Wiluyo Puspoyudo No.32 RT/RW  24/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 142,50 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","4"
"1622320444-5523","https://www.bi.go.id/bisaid","Kios Eva","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Gea2dEXEqi6gCFnuob9ADA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Eva","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman Dan Rokok","Martapura Lama Km. 6.2 RT/RW  4/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 12,50 Juta","Rp. 12,00 Juta","80 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622320947-5656","https://www.bi.go.id/bisaid","Es Kelapa Ragil","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rJ83E49PkJXcS4rR+DjiMQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Es Kelapa Ragil","Usaha Utama  : Warung Minum","Produk Utama : Es Kelapa","Klamono RT/RW  49/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 2,50 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 2,00 Juta","Rp. 0,00 Juta","3"
"1622320535-5548","https://www.bi.go.id/bisaid","Ketoprak Karnoto","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ppSwMnru9igeB/xgEXQs8g==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Ketoprak Karnoto","Usaha Utama  : Dagang Ketoprak","Produk Utama : Ketoprak","Pasar Way Jepara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 3,00 Juta","Rp. 198,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 50,00 Juta","4"
"1622320857-5627","https://www.bi.go.id/bisaid","Miss Burger - Manacoffee","https://www.bi.go.id/bisaid/bisaid/Detail?pm=OoovF5q/EXobIbwHGNSNsg==&mp=fOhzApotY5QnAtxxXvjAfA==","Miss Burger - Manacoffee","Usaha Utama  : Burger","Produk Utama : Burger","Modang RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 5,60 Juta","Rp. 36,00 Juta","5 %/Tahun","Rp. 5,00 Juta","Rp. 8,00 Juta","5"
"1622320584-5562","https://www.bi.go.id/bisaid","Kedai Jajanan Faiz","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zT4s0bewdpSzFmMB6m2dmw==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Kedai Jajanan Faiz","Usaha Utama  : Makanan","Produk Utama : Makanan","H. Kasam  RT/RW  40728 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA BARAT Provinsi DKI JAKARTA 

                                        Telp : 85780879975 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 15,00 Juta","Rp. 120,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","-"
"1622320708-5598","https://www.bi.go.id/bisaid","Es Klamono 85 Cabang 1","https://www.bi.go.id/bisaid/bisaid/Detail?pm=wFmhTCBjuI5NIc+wPjJaoQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Es Klamono 85 Cabang 1","Usaha Utama  : Rumah Makan","Produk Utama : Es Campur","Klamono RT/RW  48/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 25,00 Juta","Rp. 64,80 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 24,00 Juta","4"
"1622320530-5546","https://www.bi.go.id/bisaid","ES Dawet Ayu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=RuAQE1Q8zjh7WiZ1vWqitw==&mp=JHuIBacQ7Iz+a8xx8lclUA==","ES Dawet Ayu","Usaha Utama  : Jual Es Dawet","Produk Utama : Es Dawet","Batin Kiyay RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 8,00 Juta","Rp. 228,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 92,00 Juta","5"
"1622320852-5625","https://www.bi.go.id/bisaid","Es Bejo","https://www.bi.go.id/bisaid/bisaid/Detail?pm=U3MzaBe0G2uTJXRA8eXoVA==&mp=fOhzApotY5QnAtxxXvjAfA==","Es Bejo","Usaha Utama  : Es Bejo","Produk Utama : Es","Anden Oko No. 44 RT/RW  15/06 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 5,00 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","5"
"1622320436-5522","https://www.bi.go.id/bisaid","Warung Ridho","https://www.bi.go.id/bisaid/bisaid/Detail?pm=a7ES+pxlbnzEoXYDENG4zQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Ridho","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman Dan Rokok","Martapura lama Km. 5.5 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 16,50 Juta","Rp. 12,00 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","3"
"1622320430-5520","https://www.bi.go.id/bisaid","Toko Linda","https://www.bi.go.id/bisaid/bisaid/Detail?pm=AZWfvCnGaoJ3/Dkj0vqj9w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Toko Linda","Usaha Utama  : Rumah Makan","Produk Utama : Makanan & Minuman Ringan","Ahmad Yani km 9.400 RT/RW  1/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 16,25 Juta","Rp. 12,00 Juta","25 %/Tahun","Rp. 4,00 Juta","Rp. 150,00 Juta","5"
"1622320373-5515","https://www.bi.go.id/bisaid","Soto Lamongan","https://www.bi.go.id/bisaid/bisaid/Detail?pm=iV/t2ijjpk03bkKP0yZHdA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Soto Lamongan","Usaha Utama  : Soto Lamongan","Produk Utama : -","Perum Graha Indah Blok C-1 No. 35 RT/RW  75/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 14,20 Juta","Rp. 216,00 Juta","5 %/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta","4"
"1622320463-5527","https://www.bi.go.id/bisaid","Kios Bariah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=aEOSarcaOopE3y8AnZw1wA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Bariah","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","A. Yani Km. 8 RT/RW  40696 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 12,00 Juta","Rp. 12,00 Juta","50 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","3"
"1622320593-5565","https://www.bi.go.id/bisaid","Sate Solo Pak Mino","https://www.bi.go.id/bisaid/bisaid/Detail?pm=x741qv/+/kWAbU2vOxMSZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Sate Solo Pak Mino","Usaha Utama  : Rumah Makan Sate Solo","Produk Utama : Sate, Tongseng, Gule","Raya Bogor KM22 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","3","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Sedang","Rp. 14,10 Juta","Rp. 149,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 300,00 Juta","7"
"1622320879-5634","https://www.bi.go.id/bisaid","Warung Jawa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=YRqJc5aeghD+tx4GYMHOIw==&mp=fOhzApotY5QnAtxxXvjAfA==","Warung Jawa","Usaha Utama  : Warung Makan","Produk Utama : Ayam Dan Ikan","Jend Ahmad Yani RT/RW  04/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 136,50 Juta","Rp. 252,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","3"
"1622320212-5472","https://www.bi.go.id/bisaid","Putra Mandiri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=A0Hx7/iZRpYVtiLsou5EUw==&mp=xI6rAeQkygTAn3Z625IGLg==","Putra Mandiri","Usaha Utama  : Nasi Goreng","Produk Utama : Nasi Goreng","Jalan Negara Km 65 RT/RW  02/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 27,00 Juta","Rp. 54,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","4"
"1622320250-5484","https://www.bi.go.id/bisaid","Warung Soto Awisah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ZIxNdtTOt52ysXZqo18g+g==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Soto Awisah","Usaha Utama  : Dagang Soto","Produk Utama : Soto","Suka Utama 11 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 8,70 Juta","Rp. 6,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 225,00 Juta","4"
"1622320759-5610","https://www.bi.go.id/bisaid","Juraidah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7KdU4vRsonhO/AqxExaezw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Juraidah","Usaha Utama  : Pembutan Ikan Bakar","Produk Utama : Ikan Bakar","Kuin Utara RT/RW  40727 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,30 Juta","Rp. 162,00 Juta","5 %/Tahun","Rp. 0,80 Juta","Rp. 7,00 Juta","4"
"1622320515-5541","https://www.bi.go.id/bisaid","Warung Makan Masni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Z78Tm84kB+S1zRNozsloBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Warung Makan Masni","Usaha Utama  : Warung Makan","Produk Utama : Makanan Ringan, Minuman, Indomie, Dll","Bekasi Timur VI RT/RW  4/9/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 192,00 Juta","Rp. 60,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 184,00 Juta","6"
"1622320674-5590","https://www.bi.go.id/bisaid","Warung Den Bagus","https://www.bi.go.id/bisaid/bisaid/Detail?pm=HyUO141HMzAgi7w86DqVdg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Den Bagus","Usaha Utama  : Rumah Makan","Produk Utama : Makanan Dan Minuman Siap Saji","A. M. Sangaji Km.12 Masuk RT/RW  1/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 81527446075 Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   95,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %","Tinggi","Rp. 115,00 Juta","Rp. 360,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 20,00 Juta","6"
"1622320265-5489","https://www.bi.go.id/bisaid","Brebes Berhias 72","https://www.bi.go.id/bisaid/bisaid/Detail?pm=RClCd24vo0/XtgXaket3Gg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Brebes Berhias 72","Usaha Utama  : Rumah Makan seafood","Produk Utama : Seafood & Nasi Uduk","wr.supratman RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 12,00 Juta","Rp. 116,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 5,00 Juta","5"
"1622320745-5606","https://www.bi.go.id/bisaid","Kios Fauzi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=z++ovf8eFcsQXifNEYBmKA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Fauzi","Usaha Utama  : Rumah Makan","Produk Utama : Makanan dan minuman ringan","Kelayan B No.7 RT/RW  22/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,50 Juta","Rp. 109,00 Juta","10 %/Tahun","Rp. 1,00 Juta","Rp. 60,00 Juta","4"
"1622320923-5648","https://www.bi.go.id/bisaid","Pukis Sari Rasa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=HkfBFhrr3i/7c6/as828bQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Pukis Sari Rasa","Usaha Utama  : Camilan","Produk Utama : Pukis","Arjuna RT/RW  55/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 6,00 Juta","Rp. 72,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","5"
"1622320898-5640","https://www.bi.go.id/bisaid","Selera Rasa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=E0Se4Iyc+qvLsXnmhCG9tA==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Selera Rasa","Usaha Utama  : Nasi Pecel Lele","Produk Utama : Pecel Lele","Jl. Jenderal Sudirman RT/RW  29/10 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : (0725) 785052 Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 59,00 Juta","Rp. 39,00 Juta","20 %/Tahun","Rp. 8,00 Juta","Rp. 60,00 Juta","4"
"1622320252-5485","https://www.bi.go.id/bisaid","Warung Makan Bu Yanti","https://www.bi.go.id/bisaid/bisaid/Detail?pm=x86xd48CN7Y55B+Vf7A7/g==&mp=2BbfzMJpZb2nANZ3GT30ng==","Warung Makan Bu Yanti","Usaha Utama  : Warung Makan","Produk Utama : Nasi Uduk, Soto, Nasi Sayur","Jalan Soekarno Hatta Nomor 257 RT/RW  40638 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG UTARA Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 158,68 Juta","Rp. 108,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 150,00 Juta","5"
"1622320717-5601","https://www.bi.go.id/bisaid","Tahu Tek-tek Panin Tower","https://www.bi.go.id/bisaid/bisaid/Detail?pm=egIS+Hjdb6DdDBmB/hdDig==&mp=fOhzApotY5QnAtxxXvjAfA==","Tahu Tek-tek Panin Tower","Usaha Utama  : Warung Makan","Produk Utama : Tahu Tek-tek","Bukit Naga No.33 RT/RW  16/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 17,50 Juta","Rp. 360,00 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 7,00 Juta","5"
"1622320093-5433","https://www.bi.go.id/bisaid","Warung Roni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=mo6huMrLMA/BM/+gl8LGhA==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Roni","Usaha Utama  : Warung Nasi","Produk Utama : Nasi Bungkus","Lorong Kesayangan RT/RW  11/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANJUNG JABUNG BARAT Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 12,00 Juta","Rp. 55,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","3"
"1622320118-5441","https://www.bi.go.id/bisaid","Depot Murni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=HSNQvc305PnKKXVfbQSFSw==&mp=5JdvraNzQnzSzI+hC9alEQ==","Depot Murni","Usaha Utama  : Bakso","Produk Utama : Bakso","Aw Sahrani Somber RT/RW  / 

                                        Kelurahan GRAHA INDAH Kecamatan BALIKPAPAN UTARA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 18,10 Juta","Rp. 54,00 Juta","- %/Tahun","Rp. 7,50 Juta","Rp. 14,00 Juta","4"
"1622320689-5593","https://www.bi.go.id/bisaid","Warung Bakso","https://www.bi.go.id/bisaid/bisaid/Detail?pm=mw1vXZ4Z5cMub4uXVHrDcA==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Warung Bakso","Usaha Utama  : Bakso","Produk Utama : Bakso","Pattimura RT/RW  6/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","0","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 8,50 Juta","Rp. 164,00 Juta","10 %/Tahun","Rp. 9,00 Juta","Rp. 0,00 Juta","3"
"1622320895-5639","https://www.bi.go.id/bisaid","Pempek Palembang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=0SbSTSBWncKZ0sVRC6eNoQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Pempek Palembang","Usaha Utama  : Pempek Palembang","Produk Utama : Pempek","AH Nasution No 28 RT/RW  1/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 578,00 Juta","Rp. 570,00 Juta","50 %/Tahun","Rp. 10,00 Juta","Rp. 458,00 Juta","6"
